water_risk_id,indicator,year,scenario,value,main_id,source_id
water_risk-a832fb0a-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Medium - High (0 to 1),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-a832fb0a-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),MB-MAIN-a832fb0a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low - Medium (-5 to 0),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-12730593-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),BC-MAIN-12730593,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,High (1 to 5),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-bau-3,Interannual Variability Label,2030,bau,Medium - High (0.50-0.75),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2030-opt-3,Interannual Variability Label,2030,opt,Medium - High (0.50-0.75),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-bau-3,Interannual Variability Label,2050,bau,Medium - High (0.50-0.75),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-pes-3,Interannual Variability Label,2050,pes,Medium - High (0.50-0.75),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2050-opt-3,Interannual Variability Label,2050,opt,Medium - High (0.50-0.75),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-bau-3,Interannual Variability Label,2080,bau,Medium - High (0.50-0.75),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-pes-3,Interannual Variability Label,2080,pes,Medium - High (0.50-0.75),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-575c5e66-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),ON-MAIN-575c5e66,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2020-baseline-1,Water Stress Label,2020,baseline,No Data,ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2020-baseline-2,Water Depletion Label,2020,baseline,No Data,ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2020-baseline-3,Interannual Variability Label,2020,baseline,No Data,ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,No Data,ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-bau-1,Water Stress Label,2030,bau,High (40-80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-bau-2,Water Depletion Label,2030,bau,Low - Medium (5-25%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-bau-3,Interannual Variability Label,2030,bau,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-pes-1,Water Stress Label,2030,pes,High (40-80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-pes-2,Water Depletion Label,2030,pes,Low - Medium (5-25%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-pes-3,Interannual Variability Label,2030,pes,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-opt-1,Water Stress Label,2030,opt,High (40-80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-opt-2,Water Depletion Label,2030,opt,Low - Medium (5-25%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2030-opt-3,Interannual Variability Label,2030,opt,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-bau-1,Water Stress Label,2050,bau,High (40-80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-bau-2,Water Depletion Label,2050,bau,Low - Medium (5-25%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-bau-3,Interannual Variability Label,2050,bau,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-pes-1,Water Stress Label,2050,pes,High (40-80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-pes-2,Water Depletion Label,2050,pes,Low - Medium (5-25%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-pes-3,Interannual Variability Label,2050,pes,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-opt-1,Water Stress Label,2050,opt,High (40-80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-opt-2,Water Depletion Label,2050,opt,Low - Medium (5-25%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2050-opt-3,Interannual Variability Label,2050,opt,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-bau-1,Water Stress Label,2080,bau,High (40-80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-bau-2,Water Depletion Label,2080,bau,Low - Medium (5-25%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-bau-3,Interannual Variability Label,2080,bau,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-pes-1,Water Stress Label,2080,pes,Extremely high (>80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-pes-2,Water Depletion Label,2080,pes,Medium - High (25-50%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-pes-3,Interannual Variability Label,2080,pes,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-opt-1,Water Stress Label,2080,opt,Extremely high (>80%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-opt-2,Water Depletion Label,2080,opt,Medium - High (25-50%),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6b998583-2080-opt-3,Interannual Variability Label,2080,opt,Medium - High (0.50-0.75),ON-MAIN-6b998583,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-0414a373-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),QC-MAIN-0414a373,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-0414a373-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),QC-MAIN-0414a373,https://www.wri.org/data/aqueduct-global-maps-40-data
